# timestamp tx ty tz qx qy qz qw
1540821844.73095 7.04218016208753 3.36934899246834 -0.914250420539228 0.0038421095103792 -0.00319697492123452 0.896102373168745 -0.443819281180084
1540821844.73295 7.04216251033793 3.36934208097993 -0.914222173471198 0.00385827295102765 -0.00321013390567192 0.896104418496329 -0.443814916289999
1540821844.73495 7.04214534796848 3.36933512329876 -0.914193808397282 0.00387276638551986 -0.00322186025812583 0.896106246059027 -0.443811015040184
1540821844.73695 7.04212862436469 3.36932812338135 -0.914165366254127 0.00388573183626444 -0.00323226941191624 0.896107878661979 -0.44380752959191
1540821844.73895 7.04211229192654 3.36932108514971 -0.914136885355256 0.00389730391685388 -0.00324147138227072 0.896109337922552 -0.443804414549319
1540821844.74095 7.04209630599128 3.36931401248923 -0.914108401459252 0.00390761001197466 -0.00324957088578458 0.89611064430038 -0.443801626906222
1540821844.74295 7.04208062475632 3.36930690924652 -0.914079947837932 0.00391677045731293 -0.0032566674598797 0.896111817126873 -0.443799125992621
1540821844.74495 7.04206520920201 3.3692997792273 -0.914051555344539 0.00392489871945527 -0.00326285558226267 0.896112874634242 -0.44379687342099
1540821844.74695 7.0420500230146 3.36929262619428 -0.914023252481913 0.00393210157578382 -0.00326822479038259 0.896113833984118 -0.44379483303234
1540821844.74895 7.04203503250898 3.36928545386502 -0.913995065470682 0.0039384792943653 -0.00327285980088966 0.896114711295783 -0.44379297084209
1540821844.75095 7.04202020655161 3.36927826590982 -0.913967018317436 0.0039441258138336 -0.00327684062909493 0.896115521674087 -0.443791254985758
1540821844.75295 7.04200551648334 3.36927106594959 -0.913939132882913 0.00394912892326544 -0.0032802427084316 0.896116279237072 -0.443789655664513
1540821844.75495 7.04199093604224 3.36926385755371 -0.91391142895018 0.00395357044204918 -0.00328313700991892 0.896116997143343 -0.443788145090574
1540821844.75695 7.04197644128651 3.36925664423795 -0.913883924292812 0.00395752639974637 -0.00328559016162872 0.896117687619229 -0.443786697432506
1540821844.75895 7.04196201051727 3.36924942946229 -0.913856634743078 0.00396106721594608 -0.00328766456815522 0.896118361985761 -0.443785288760404
1540821844.76095 7.04194762420145 3.36924221662881 -0.913829574260118 0.00396425788011203 -0.00328941853008862 0.89611903068548 -0.443783896990991
1540821844.76295 7.04193326489463 3.36923500907958 -0.913802754998127 0.00396715813142254 -0.00329090636349278 0.896119703309123 -0.44378250183264
1540821844.76495 7.04191891716387 3.36922781009455 -0.913776187374536 0.00396982263860332 -0.00329217851938721 0.896120388622193 -0.443781084730325
1540821844.76695 7.0419045675106 3.36922062288937 -0.913749880138195 0.00397230117975343 -0.00329328170323384 0.896121094591436 -0.443779628810525
1540821844.76895 7.04189020429345 3.36921345061331 -0.913723840437552 0.00397463882216438 -0.00329425899442863 0.896121828411238 -0.443778118826075
1540821844.77095 7.0418758176511 3.36920629634713 -0.913698073888835 0.00397687610213282 -0.00329514996579841 0.896122596529973 -0.443776541100981
1540821844.77295 7.04186139942512 3.36919916310093 -0.913672584644235 0.00397904920476687 -0.00329599080310286 0.896123404676286 -0.443774883475205
1540821844.77495 7.04184694308286 3.36919205381205 -0.91364737546009 0.00398119014378663 -0.00329681442454187 0.896124257885359 -0.443773135249425
1540821844.77695 7.04183244364025 3.36918497134295 -0.913622447765058 0.00398332694131891 -0.00329765060026834 0.896125160525126 -0.443771287129772
1540821844.77895 7.0418178975847 3.36917791847905 -0.913597801728308 0.00398548380768669 -0.00329852607190623 0.896126116322491 -0.44376933117256
1540821844.78095 7.04180330279792 3.36917089792662 -0.913573436327696 0.00398768132119368 -0.00329946467207402 0.896127128389515 -0.443767260729
1540821844.78295 7.04178865847876 3.3691639123107 -0.913549349417949 0.00398993660790425 -0.00330048744391346 0.896128199249605 -0.443765070389906
1540821844.78495 7.04177396506612 3.36915696417289 -0.913525537798846 0.00399226352141909 -0.00330161276062322 0.896129330863693 -0.443762755930401
1540821844.78695 7.04175922416173 3.36915005596929 -0.913501997283397 0.00399467282264726 -0.0033028564449977 0.896130524656416 -0.443760314254622
1540821844.78895 7.04174443845304 3.36914319006837 -0.913478722766029 0.00399717235957457 -0.00330423188897026 0.8961317815423 -0.443757743340412
1540821844.79095 7.04172961163607 3.36913636874881 -0.913455708290765 0.00399976724702908 -0.00330575017316107 0.896133101951941 -0.443755042184034
1540821844.79295 7.04171474833824 3.36912959419739 -0.913432947119406 0.00400246004644393 -0.00330742018642909 0.896134485858192 -0.443752210744872
1540821844.79495 7.04169985404126 3.36912286850688 -0.913410431799711 0.00400525094561789 -0.00330924874542753 0.896135932802354 -0.443749249890137
1540821844.79695 7.04168493500393 3.36911619367391 -0.913388154233584 0.00400813793847408 -0.00331124071416323 0.89613744192037 -0.443746161339582
1540821844.79895 7.04166999818505 3.36910957159683 -0.913366105745247 0.00401111700481716 -0.00331339912355858 0.896139011969025 -0.443742947610214
1540821844.80095 7.0416550511662 3.3691030040736 -0.913344277149429 0.00401418229008949 -0.00331572529101641 0.896140641352141 -0.443739611961013
1540821844.80295 7.04164010207467 3.36909649279964 -0.913322658819543 0.00401732628512628 -0.0033182189399867 0.896142328146777 -0.443736158337655
